id,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,serial_number,serial_number_1
15735,2021,R,Arts and Recreation Services,c_6-9,Rolling mean employees,3135,COUNT,10819,10819
15832,2021,R,Arts and Recreation Services,a_0,Salaries and wages paid,277,DOLLARS(millions),10820,10820
15851,2012,R,Arts and Recreation Services,b_1-5,Operating profit before tax,37,DOLLARS(millions),10821,10821
15906,2018,R,Arts and Recreation Services,c_6-9,Operating profit before tax,13,DOLLARS(millions),10822,10822
15946,2011,R,Arts and Recreation Services,g_100-199,"Sales, government funding, grants and subsidies",571,DOLLARS(millions),10823,10823
15984,2015,R,Arts and Recreation Services,i_Industry_Total,"Sales, government funding, grants and subsidies",6464,DOLLARS(millions),10824,10824
16035,2021,R,Arts and Recreation Services,f_50-99,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),10825,10825
16076,2015,S,Other Services,b_1-5,Total assets,2668,DOLLARS(millions),10826,10826
16082,2015,S,Other Services,h_200+,Total assets,431,DOLLARS(millions),10827,10827
16112,2019,S,Other Services,b_1-5,Total assets,3306,DOLLARS(millions),10828,10828
16133,2021,S,Other Services,e_20-49,Total assets,3896,DOLLARS(millions),10829,10829
16170,2014,S,Other Services,f_50-99,Total income,415,DOLLARS(millions),10830,10830
16172,2014,S,Other Services,h_200+,Total income,357,DOLLARS(millions),10831,10831
16210,2019,S,Other Services,a_0,Total income,1683,DOLLARS(millions),10832,10832
16333,2021,S,Other Services,g_100-199,Activity unit,18,COUNT,10833,10833
16337,2011,S,Other Services,b_1-5,Total expenditure,2251,DOLLARS(millions),10834,10834
16355,2013,S,Other Services,b_1-5,Total expenditure,2418,DOLLARS(millions),10835,10835
16361,2013,S,Other Services,h_200+,Total expenditure,354,DOLLARS(millions),10836,10836
16370,2014,S,Other Services,h_200+,Total expenditure,327,DOLLARS(millions),10837,10837
16460,2013,S,Other Services,h_200+,Fixed tangible assets,119,DOLLARS(millions),10838,10838
16475,2015,S,Other Services,e_20-49,Fixed tangible assets,259,DOLLARS(millions),10839,10839
16547,2012,S,Other Services,e_20-49,Rolling mean employees,6492,COUNT,10840,10840
16577,2015,S,Other Services,h_200+,Rolling mean employees,2526,COUNT,10841,10841
16578,2015,S,Other Services,i_Industry_Total,Rolling mean employees,56628,COUNT,10842,10842
16598,2018,S,Other Services,b_1-5,Rolling mean employees,21129,COUNT,10843,10843
16680,2016,S,Other Services,c_6-9,Salaries and wages paid,429,DOLLARS(millions),10844,10844
16703,2018,S,Other Services,h_200+,Salaries and wages paid,192,DOLLARS(millions),10845,10845
16705,2019,S,Other Services,a_0,Salaries and wages paid,246,DOLLARS(millions),10846,10846
16745,2012,S,Other Services,e_20-49,Operating profit before tax,9,DOLLARS(millions),10847,10847
16758,2013,S,Other Services,i_Industry_Total,Operating profit before tax,681,DOLLARS(millions),10848,10848
16820,2020,S,Other Services,h_200+,Operating profit before tax,30,DOLLARS(millions),10849,10849
16859,2014,S,Other Services,b_1-5,"Sales, government funding, grants and subsidies",2509,DOLLARS(millions),10850,10850
16874,2015,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",294,DOLLARS(millions),10851,10851
16905,2019,S,Other Services,c_6-9,"Sales, government funding, grants and subsidies",1559,DOLLARS(millions),10852,10852
16919,2020,S,Other Services,h_200+,"Sales, government funding, grants and subsidies",563,DOLLARS(millions),10853,10853
16947,2017,all,All Industries,j_Grand_Total,Total income,646185,DOLLARS(millions),10854,10854
16960,2019,all,All Industries,j_Grand_Total,Activity unit,497373,COUNT,10855,10855
16996,2011,all,All Industries,j_Grand_Total,Salaries and wages paid,73433,DOLLARS(millions),10856,10856
16999,2014,all,All Industries,j_Grand_Total,Salaries and wages paid,83282,DOLLARS(millions),10857,10857
43,2015,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,897,DOLLARS(millions),10858,10858
79,2019,A,"Agriculture, Forestry and Fishing",g_100-199,Total assets,599,DOLLARS(millions),10859,10859
84,2020,A,"Agriculture, Forestry and Fishing",c_6-9,Total assets,15634,DOLLARS(millions),10860,10860
131,2014,A,"Agriculture, Forestry and Fishing",e_20-49,Total income,2289,DOLLARS(millions),10861,10861
289,2021,A,"Agriculture, Forestry and Fishing",a_0,Activity unit,41325,COUNT,10862,10862
305,2011,A,"Agriculture, Forestry and Fishing",h_200+,Total expenditure,850,DOLLARS(millions),10863,10863
545,2016,A,"Agriculture, Forestry and Fishing",e_20-49,Rolling mean employees,16599,COUNT,10864,10864
776,2020,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1841,DOLLARS(millions),10865,10865
820,2014,A,"Agriculture, Forestry and Fishing",a_0,"Sales, government funding, grants and subsidies",9444,DOLLARS(millions),10866,10866
944,2016,B,Mining,h_200+,Total assets,C,DOLLARS(millions),10867,10867
996,2011,B,Mining,f_50-99,Total income,1346,DOLLARS(millions),10868,10868
1037,2016,B,Mining,b_1-5,Total income,327,DOLLARS(millions),10869,10869
1051,2017,B,Mining,g_100-199,Total income,C,DOLLARS(millions),10870,10870
1098,2011,B,Mining,i_Industry_Total,Activity unit,606,COUNT,10871,10871
1100,2012,B,Mining,b_1-5,Activity unit,162,COUNT,10872,10872
1117,2014,B,Mining,a_0,Activity unit,396,COUNT,10873,10873
1217,2014,B,Mining,b_1-5,Total expenditure,923,DOLLARS(millions),10874,10874
1331,2015,B,Mining,h_200+,Fixed tangible assets,406,DOLLARS(millions),10875,10875
1367,2019,B,Mining,h_200+,Fixed tangible assets,542,DOLLARS(millions),10876,10876
1369,2020,B,Mining,a_0,Fixed tangible assets,1854,DOLLARS(millions),10877,10877
1374,2020,B,Mining,f_50-99,Fixed tangible assets,C,DOLLARS(millions),10878,10878
1441,2017,B,Mining,a_0,Rolling mean employees,0,COUNT,10879,10879
1474,2020,B,Mining,g_100-199,Rolling mean employees,1293,COUNT,10880,10880
1593,2011,B,Mining,i_Industry_Total,Operating profit before tax,1895,DOLLARS(millions),10881,10881
1629,2015,B,Mining,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),10882,10882
1745,2017,B,Mining,h_200+,"Sales, government funding, grants and subsidies",1449,DOLLARS(millions),10883,10883
1747,2018,B,Mining,a_0,"Sales, government funding, grants and subsidies",1112,DOLLARS(millions),10884,10884
1766,2020,B,Mining,b_1-5,"Sales, government funding, grants and subsidies",147,DOLLARS(millions),10885,10885
1781,2021,B,Mining,h_200+,"Sales, government funding, grants and subsidies",888,DOLLARS(millions),10886,10886
1795,2012,C,Manufacturing,d_10-19,Total assets,2687,DOLLARS(millions),10887,10887
1953,2018,C,Manufacturing,i_Industry_Total,Total income,111761,DOLLARS(millions),10888,10888
1959,2019,C,Manufacturing,f_50-99,Total income,12472,DOLLARS(millions),10889,10889
1979,2021,C,Manufacturing,h_200+,Total income,69605,DOLLARS(millions),10890,10890
1998,2012,C,Manufacturing,i_Industry_Total,Activity unit,20643,COUNT,10891,10891
2034,2016,C,Manufacturing,i_Industry_Total,Activity unit,21369,COUNT,10892,10892
2178,2021,C,Manufacturing,i_Industry_Total,Total expenditure,111937,DOLLARS(millions),10893,10893
2372,2021,C,Manufacturing,e_20-49,Rolling mean employees,33828,COUNT,10894,10894
2403,2013,C,Manufacturing,i_Industry_Total,Salaries and wages paid,12620,DOLLARS(millions),10895,10895
2426,2016,C,Manufacturing,e_20-49,Salaries and wages paid,1901,DOLLARS(millions),10896,10896
2563,2020,C,Manufacturing,g_100-199,Operating profit before tax,581,DOLLARS(millions),10897,10897
2583,2011,C,Manufacturing,i_Industry_Total,"Sales, government funding, grants and subsidies",94944,DOLLARS(millions),10898,10898
2593,2013,C,Manufacturing,a_0,"Sales, government funding, grants and subsidies",1872,DOLLARS(millions),10899,10899
2668,2021,C,Manufacturing,d_10-19,"Sales, government funding, grants and subsidies",5680,DOLLARS(millions),10900,10900
2697,2013,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total assets,1855,DOLLARS(millions),10901,10901
2727,2016,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,66003,DOLLARS(millions),10902,10902
2758,2020,D,"Electricity, Gas, Water and Waste Services",d_10-19,Total assets,1283,DOLLARS(millions),10903,10903
2838,2018,D,"Electricity, Gas, Water and Waste Services",c_6-9,Total income,201,DOLLARS(millions),10904,10904
2849,2019,D,"Electricity, Gas, Water and Waste Services",e_20-49,Total income,404,DOLLARS(millions),10905,10905
2930,2017,D,"Electricity, Gas, Water and Waste Services",e_20-49,Activity unit,30,COUNT,10906,10906
2941,2018,D,"Electricity, Gas, Water and Waste Services",g_100-199,Activity unit,15,COUNT,10907,10907
3004,2014,D,"Electricity, Gas, Water and Waste Services",g_100-199,Total expenditure,645,DOLLARS(millions),10908,10908
3066,2021,D,"Electricity, Gas, Water and Waste Services",f_50-99,Total expenditure,594,DOLLARS(millions),10909,10909
3068,2021,D,"Electricity, Gas, Water and Waste Services",h_200+,Total expenditure,16319,DOLLARS(millions),10910,10910
3176,2011,D,"Electricity, Gas, Water and Waste Services",h_200+,Rolling mean employees,8898,COUNT,10911,10911
3259,2021,D,"Electricity, Gas, Water and Waste Services",a_0,Rolling mean employees,0,COUNT,10912,10912
3298,2014,D,"Electricity, Gas, Water and Waste Services",d_10-19,Salaries and wages paid,28,DOLLARS(millions),10913,10913
3300,2014,D,"Electricity, Gas, Water and Waste Services",f_50-99,Salaries and wages paid,84,DOLLARS(millions),10914,10914
3385,2013,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,404,DOLLARS(millions),10915,10915
3398,2014,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,37,DOLLARS(millions),10916,10916
3500,2014,D,"Electricity, Gas, Water and Waste Services",h_200+,"Sales, government funding, grants and subsidies",12003,DOLLARS(millions),10917,10917
3569,2011,E,Construction,e_20-49,Total assets,1658,DOLLARS(millions),10918,10918
3601,2015,E,Construction,a_0,Total assets,9185,DOLLARS(millions),10919,10919
3700,2015,E,Construction,a_0,Total income,9029,DOLLARS(millions),10920,10920
3729,2018,E,Construction,c_6-9,Total income,4785,DOLLARS(millions),10921,10921
3730,2018,E,Construction,d_10-19,Total income,7186,DOLLARS(millions),10922,10922
3787,2013,E,Construction,g_100-199,Activity unit,57,COUNT,10923,10923
3836,2019,E,Construction,b_1-5,Activity unit,21210,COUNT,10924,10924
3844,2020,E,Construction,a_0,Activity unit,39384,COUNT,10925,10925
3936,2019,E,Construction,c_6-9,Total expenditure,5027,DOLLARS(millions),10926,10926
3955,2021,E,Construction,d_10-19,Total expenditure,8787,DOLLARS(millions),10927,10927
3981,2013,E,Construction,c_6-9,Fixed tangible assets,350,DOLLARS(millions),10928,10928
3989,2014,E,Construction,b_1-5,Fixed tangible assets,1630,DOLLARS(millions),10929,10929
4133,2019,E,Construction,b_1-5,Rolling mean employees,40401,COUNT,10930,10930
4195,2015,E,Construction,a_0,Salaries and wages paid,1043,DOLLARS(millions),10931,10931
4250,2021,E,Construction,b_1-5,Salaries and wages paid,3191,DOLLARS(millions),10932,10932
4282,2013,E,Construction,g_100-199,Operating profit before tax,123,DOLLARS(millions),10933,10933
4348,2021,E,Construction,a_0,Operating profit before tax,2262,DOLLARS(millions),10934,10934
4352,2021,E,Construction,e_20-49,Operating profit before tax,588,DOLLARS(millions),10935,10935
4445,2020,E,Construction,h_200+,"Sales, government funding, grants and subsidies",10566,DOLLARS(millions),10936,10936
4461,2011,F,Wholesale Trade,f_50-99,Total assets,4980,DOLLARS(millions),10937,10937
4470,2012,F,Wholesale Trade,f_50-99,Total assets,5114,DOLLARS(millions),10938,10938
4473,2012,F,Wholesale Trade,i_Industry_Total,Total assets,35724,DOLLARS(millions),10939,10939
4542,2020,F,Wholesale Trade,f_50-99,Total assets,10142,DOLLARS(millions),10940,10940
4544,2020,F,Wholesale Trade,h_200+,Total assets,15825,DOLLARS(millions),10941,10941
4554,2021,F,Wholesale Trade,i_Industry_Total,Total assets,64031,DOLLARS(millions),10942,10942
4555,2011,F,Wholesale Trade,a_0,Total income,6809,DOLLARS(millions),10943,10943
4573,2013,F,Wholesale Trade,a_0,Total income,6188,DOLLARS(millions),10944,10944
4586,2014,F,Wholesale Trade,e_20-49,Total income,13327,DOLLARS(millions),10945,10945
4641,2020,F,Wholesale Trade,f_50-99,Total income,15899,DOLLARS(millions),10946,10946
4773,2013,F,Wholesale Trade,c_6-9,Total expenditure,5043,DOLLARS(millions),10947,10947
4827,2019,F,Wholesale Trade,c_6-9,Total expenditure,5190,DOLLARS(millions),10948,10948
4841,2020,F,Wholesale Trade,h_200+,Total expenditure,37613,DOLLARS(millions),10949,10949
4856,2011,F,Wholesale Trade,e_20-49,Fixed tangible assets,551,DOLLARS(millions),10950,10950
4924,2019,F,Wholesale Trade,a_0,Fixed tangible assets,1091,DOLLARS(millions),10951,10951
4993,2015,F,Wholesale Trade,g_100-199,Rolling mean employees,8517,COUNT,10952,10952
5037,2020,F,Wholesale Trade,f_50-99,Rolling mean employees,16059,COUNT,10953,10953
5049,2021,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,114363,COUNT,10954,10954
5063,2012,F,Wholesale Trade,e_20-49,Salaries and wages paid,1037,DOLLARS(millions),10955,10955
5101,2016,F,Wholesale Trade,g_100-199,Salaries and wages paid,580,DOLLARS(millions),10956,10956
5106,2017,F,Wholesale Trade,c_6-9,Salaries and wages paid,525,DOLLARS(millions),10957,10957
5162,2012,F,Wholesale Trade,e_20-49,Operating profit before tax,587,DOLLARS(millions),10958,10958
5243,2021,F,Wholesale Trade,e_20-49,Operating profit before tax,1086,DOLLARS(millions),10959,10959
5363,2012,G,Retail Trade,h_200+,Total assets,8951,DOLLARS(millions),10960,10960
5382,2014,G,Retail Trade,i_Industry_Total,Total assets,23181,DOLLARS(millions),10961,10961
5386,2015,G,Retail Trade,d_10-19,Total assets,2015,DOLLARS(millions),10962,10962
5408,2017,G,Retail Trade,h_200+,Total assets,9676,DOLLARS(millions),10963,10963
5424,2019,G,Retail Trade,f_50-99,Total assets,2090,DOLLARS(millions),10964,10964
5462,2012,G,Retail Trade,h_200+,Total income,21407,DOLLARS(millions),10965,10965
5499,2016,G,Retail Trade,i_Industry_Total,Total income,66939,DOLLARS(millions),10966,10966
5662,2013,G,Retail Trade,a_0,Total expenditure,2800,DOLLARS(millions),10967,10967
5678,2014,G,Retail Trade,h_200+,Total expenditure,20706,DOLLARS(millions),10968,10968
5755,2012,G,Retail Trade,d_10-19,Fixed tangible assets,243,DOLLARS(millions),10969,10969
5778,2014,G,Retail Trade,i_Industry_Total,Fixed tangible assets,5063,DOLLARS(millions),10970,10970
5837,2021,G,Retail Trade,e_20-49,Fixed tangible assets,698,DOLLARS(millions),10971,10971
5891,2016,G,Retail Trade,e_20-49,Rolling mean employees,18684,COUNT,10972,10972
5969,2014,G,Retail Trade,b_1-5,Salaries and wages paid,767,DOLLARS(millions),10973,10973
5971,2014,G,Retail Trade,d_10-19,Salaries and wages paid,640,DOLLARS(millions),10974,10974
5974,2014,G,Retail Trade,g_100-199,Salaries and wages paid,685,DOLLARS(millions),10975,10975
5985,2015,G,Retail Trade,i_Industry_Total,Salaries and wages paid,6932,DOLLARS(millions),10976,10976
6060,2013,G,Retail Trade,c_6-9,Operating profit before tax,129,DOLLARS(millions),10977,10977
6139,2011,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2876,DOLLARS(millions),10978,10978
6181,2015,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",7353,DOLLARS(millions),10979,10979
6262,2013,H,Accommodation and Food Services,g_100-199,Total assets,1251,DOLLARS(millions),10980,10980
6306,2018,H,Accommodation and Food Services,f_50-99,Total assets,1357,DOLLARS(millions),10981,10981
6340,2011,H,Accommodation and Food Services,d_10-19,Total income,1688,DOLLARS(millions),10982,10982
6348,2012,H,Accommodation and Food Services,c_6-9,Total income,1135,DOLLARS(millions),10983,10983
6389,2016,H,Accommodation and Food Services,h_200+,Total income,1931,DOLLARS(millions),10984,10984
6429,2021,H,Accommodation and Food Services,c_6-9,Total income,1972,DOLLARS(millions),10985,10985
6445,2012,H,Accommodation and Food Services,a_0,Activity unit,5118,COUNT,10986,10986
6480,2015,H,Accommodation and Food Services,i_Industry_Total,Activity unit,19851,COUNT,10987,10987
6533,2021,H,Accommodation and Food Services,h_200+,Activity unit,33,COUNT,10988,10988
6538,2011,H,Accommodation and Food Services,d_10-19,Total expenditure,1731,DOLLARS(millions),10989,10989
6706,2019,H,Accommodation and Food Services,a_0,Fixed tangible assets,2600,DOLLARS(millions),10990,10990
6710,2019,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,1279,DOLLARS(millions),10991,10991
6777,2015,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,135492,COUNT,10992,10992
6803,2018,H,Accommodation and Food Services,h_200+,Rolling mean employees,23322,COUNT,10993,10993
6839,2011,H,Accommodation and Food Services,h_200+,Salaries and wages paid,399,DOLLARS(millions),10994,10994
6858,2013,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,2892,DOLLARS(millions),10995,10995
6921,2020,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,5142,DOLLARS(millions),10996,10996
6936,2011,H,Accommodation and Food Services,f_50-99,Operating profit before tax,28,DOLLARS(millions),10997,10997
6937,2011,H,Accommodation and Food Services,g_100-199,Operating profit before tax,42,DOLLARS(millions),10998,10998
6938,2011,H,Accommodation and Food Services,h_200+,Operating profit before tax,113,DOLLARS(millions),10999,10999
6947,2012,H,Accommodation and Food Services,h_200+,Operating profit before tax,128,DOLLARS(millions),11000,11000
6953,2013,H,Accommodation and Food Services,e_20-49,Operating profit before tax,92,DOLLARS(millions),11001,11001
6956,2013,H,Accommodation and Food Services,h_200+,Operating profit before tax,146,DOLLARS(millions),11002,11002
6987,2017,H,Accommodation and Food Services,c_6-9,Operating profit before tax,47,DOLLARS(millions),11003,11003
6994,2018,H,Accommodation and Food Services,a_0,Operating profit before tax,108,DOLLARS(millions),11004,11004
7009,2019,H,Accommodation and Food Services,g_100-199,Operating profit before tax,129,DOLLARS(millions),11005,11005
7014,2020,H,Accommodation and Food Services,c_6-9,Operating profit before tax,51,DOLLARS(millions),11006,11006
7016,2020,H,Accommodation and Food Services,e_20-49,Operating profit before tax,114,DOLLARS(millions),11007,11007
7115,2020,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",2864,DOLLARS(millions),11008,11008
7144,2012,I,"Transport, Postal and Warehousing",g_100-199,Total assets,2848,DOLLARS(millions),11009,11009
7158,2014,I,"Transport, Postal and Warehousing",c_6-9,Total assets,587,DOLLARS(millions),11010,11010
7177,2016,I,"Transport, Postal and Warehousing",d_10-19,Total assets,1441,DOLLARS(millions),11011,11011
7214,2020,I,"Transport, Postal and Warehousing",e_20-49,Total assets,3203,DOLLARS(millions),11012,11012
7244,2012,I,"Transport, Postal and Warehousing",h_200+,Total income,10449,DOLLARS(millions),11013,11013
7381,2017,I,"Transport, Postal and Warehousing",a_0,Activity unit,10236,COUNT,11014,11014
7392,2018,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,636,COUNT,11015,11015
7428,2011,I,"Transport, Postal and Warehousing",c_6-9,Total expenditure,600,DOLLARS(millions),11016,11016
7439,2012,I,"Transport, Postal and Warehousing",e_20-49,Total expenditure,1667,DOLLARS(millions),11017,11017
7523,2021,I,"Transport, Postal and Warehousing",h_200+,Total expenditure,11203,DOLLARS(millions),11018,11018
7572,2016,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,282,DOLLARS(millions),11019,11019
7608,2020,I,"Transport, Postal and Warehousing",c_6-9,Fixed tangible assets,426,DOLLARS(millions),11020,11020
7672,2016,I,"Transport, Postal and Warehousing",d_10-19,Rolling mean employees,9090,COUNT,11021,11021
7762,2015,I,"Transport, Postal and Warehousing",d_10-19,Salaries and wages paid,473,DOLLARS(millions),11022,11022
7841,2013,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,103,DOLLARS(millions),11023,11023
7843,2013,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,3,DOLLARS(millions),11024,11024
7860,2015,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,22,DOLLARS(millions),11025,11025
7863,2015,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,147,DOLLARS(millions),11026,11026
7989,2018,I,"Transport, Postal and Warehousing",f_50-99,"Sales, government funding, grants and subsidies",2066,DOLLARS(millions),11027,11027
8149,2014,J,Information Media and Telecommunications,d_10-19,Total income,379,DOLLARS(millions),11028,11028
8227,2012,J,Information Media and Telecommunications,a_0,Activity unit,3567,COUNT,11029,11029
8280,2017,J,Information Media and Telecommunications,i_Industry_Total,Activity unit,5613,COUNT,11030,11030
8336,2013,J,Information Media and Telecommunications,b_1-5,Total expenditure,684,DOLLARS(millions),11031,11031
8356,2015,J,Information Media and Telecommunications,d_10-19,Total expenditure,431,DOLLARS(millions),11032,11032
8406,2020,J,Information Media and Telecommunications,i_Industry_Total,Total expenditure,13334,DOLLARS(millions),11033,11033
8425,2012,J,Information Media and Telecommunications,a_0,Fixed tangible assets,601,DOLLARS(millions),11034,11034
8447,2014,J,Information Media and Telecommunications,e_20-49,Fixed tangible assets,179,DOLLARS(millions),11035,11035
8455,2015,J,Information Media and Telecommunications,d_10-19,Fixed tangible assets,168,DOLLARS(millions),11036,11036
8545,2014,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1524,COUNT,11037,11037
8555,2015,J,Information Media and Telecommunications,e_20-49,Rolling mean employees,1896,COUNT,11038,11038
8581,2018,J,Information Media and Telecommunications,d_10-19,Rolling mean employees,1854,COUNT,11039,11039
8657,2015,J,Information Media and Telecommunications,h_200+,Salaries and wages paid,1630,DOLLARS(millions),11040,11040
8672,2017,J,Information Media and Telecommunications,e_20-49,Salaries and wages paid,105,DOLLARS(millions),11041,11041
8717,2011,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,14,DOLLARS(millions),11042,11042
8721,2011,J,Information Media and Telecommunications,i_Industry_Total,Operating profit before tax,590,DOLLARS(millions),11043,11043
8729,2012,J,Information Media and Telecommunications,h_200+,Operating profit before tax,445,DOLLARS(millions),11044,11044
8808,2021,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,53,DOLLARS(millions),11045,11045
8929,2013,K,Financial and Insurance Services,a_0,Total assets,356417,DOLLARS(millions),11046,11046
8935,2013,K,Financial and Insurance Services,g_100-199,Total assets,42859,DOLLARS(millions),11047,11047
8981,2018,K,Financial and Insurance Services,h_200+,Total assets,610312,DOLLARS(millions),11048,11048
8988,2019,K,Financial and Insurance Services,f_50-99,Total assets,10475,DOLLARS(millions),11049,11049
9016,2011,K,Financial and Insurance Services,g_100-199,Total income,1261,DOLLARS(millions),11050,11050
9039,2014,K,Financial and Insurance Services,c_6-9,Total income,832,DOLLARS(millions),11051,11051
9054,2015,K,Financial and Insurance Services,i_Industry_Total,Total income,72111,DOLLARS(millions),11052,11052
9056,2016,K,Financial and Insurance Services,b_1-5,Total income,4384,DOLLARS(millions),11053,11053
9079,2018,K,Financial and Insurance Services,g_100-199,Total income,1752,DOLLARS(millions),11054,11054
9140,2014,K,Financial and Insurance Services,e_20-49,Activity unit,75,COUNT,11055,11055
9142,2014,K,Financial and Insurance Services,g_100-199,Activity unit,27,COUNT,11056,11056
9283,2019,K,Financial and Insurance Services,d_10-19,Total expenditure,1209,DOLLARS(millions),11057,11057
9324,2012,K,Financial and Insurance Services,i_Industry_Total,Fixed tangible assets,17583,DOLLARS(millions),11058,11058
9340,2014,K,Financial and Insurance Services,g_100-199,Fixed tangible assets,86,DOLLARS(millions),11059,11059
9385,2019,K,Financial and Insurance Services,g_100-199,Fixed tangible assets,45,DOLLARS(millions),11060,11060
9388,2020,K,Financial and Insurance Services,a_0,Fixed tangible assets,23910,DOLLARS(millions),11061,11061
9412,2011,K,Financial and Insurance Services,g_100-199,Rolling mean employees,3312,COUNT,11062,11062
9429,2013,K,Financial and Insurance Services,f_50-99,Rolling mean employees,1881,COUNT,11063,11063
9443,2015,K,Financial and Insurance Services,b_1-5,Rolling mean employees,4296,COUNT,11064,11064
9501,2021,K,Financial and Insurance Services,f_50-99,Rolling mean employees,3303,COUNT,11065,11065
9503,2021,K,Financial and Insurance Services,h_200+,Rolling mean employees,44739,COUNT,11066,11066
9555,2016,K,Financial and Insurance Services,f_50-99,Salaries and wages paid,249,DOLLARS(millions),11067,11067
9557,2016,K,Financial and Insurance Services,h_200+,Salaries and wages paid,3700,DOLLARS(millions),11068,11068
9580,2019,K,Financial and Insurance Services,d_10-19,Salaries and wages paid,205,DOLLARS(millions),11069,11069
9593,2020,K,Financial and Insurance Services,h_200+,Salaries and wages paid,4481,DOLLARS(millions),11070,11070
9727,2013,K,Financial and Insurance Services,g_100-199,"Sales, government funding, grants and subsidies",908,DOLLARS(millions),11071,11071
9786,2020,K,Financial and Insurance Services,c_6-9,"Sales, government funding, grants and subsidies",646,DOLLARS(millions),11072,11072
9839,2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Total assets,15399,DOLLARS(millions),11073,11073
9859,2017,L,"Rental, Hiring and Real Estate Services",d_10-19,Total assets,2163,DOLLARS(millions),11074,11074
9947,2016,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,3260,DOLLARS(millions),11075,11075
9956,2017,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,3680,DOLLARS(millions),11076,11076
10010,2012,L,"Rental, Hiring and Real Estate Services",b_1-5,Activity unit,5223,COUNT,11077,11077
10054,2017,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,71616,COUNT,11078,11078
10062,2017,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Activity unit,78063,COUNT,11079,11079
10188,2020,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure,24554,DOLLARS(millions),11080,11080
10199,2011,L,"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets,11076,DOLLARS(millions),11081,11081
10295,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets,C,DOLLARS(millions),11082,11082
10480,2020,L,"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid,300,DOLLARS(millions),11083,11083
10496,2011,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,438,DOLLARS(millions),11084,11084
10497,2011,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,57,DOLLARS(millions),11085,11085
10512,2012,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,5178,DOLLARS(millions),11086,11086
10578,2020,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,133,DOLLARS(millions),11087,11087
10653,2017,L,"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies",508,DOLLARS(millions),11088,11088
10671,2019,L,"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies",610,DOLLARS(millions),11089,11089
10795,2011,M,"Professional, Scientific and Technical Services",d_10-19,Total income,3262,DOLLARS(millions),11090,11090
10835,2015,M,"Professional, Scientific and Technical Services",h_200+,Total income,6578,DOLLARS(millions),11091,11091
10852,2017,M,"Professional, Scientific and Technical Services",g_100-199,Total income,2620,DOLLARS(millions),11092,11092
10873,2020,M,"Professional, Scientific and Technical Services",a_0,Total income,9140,DOLLARS(millions),11093,11093
10891,2011,M,"Professional, Scientific and Technical Services",a_0,Activity unit,32631,COUNT,11094,11094
10901,2012,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,12378,COUNT,11095,11095
10928,2015,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,12504,COUNT,11096,11096
